,id,contents,category,category_tag,predict,predict_tag
29,DN000000008822140725," = 경북 영천시는 오는 20일 운주산승마조련센터에서 '2021 영천별빛승마대회'를 개최한다고 밝혔다. 영천별빛승마대회 장소인 운주산승마조련센터 말산업특구 영천에서 열리는 이번 대회는 한국마사회가 시행하는 풀뿌리 민간 승마대회로서 영천시 승마협회가 주최·주관하고 농림축산식품부와 영천시, 경북승마협회의 후원을 받아 진행하게 된다. '2021 영천별빛승마대회'의 경기 종목은 장애물 4종목 -1단체경기 등 총 7개 종목으로 다채롭게 구성돼 있으며, 100여명 승마선수와 마필 60여필이 출전해 20일 하루 열띤 경쟁의 대회로 진행될 예정이다. 특히 이번 대회는대회 입상 경력이 없는 일반인뿐만 아니라 초·중·고 학생 및 대학생까지 다양한 선수들이 신청,폭넓게 참여할 수 있는 보급형 대회로 진행된다. 또한 국내산 승용마만 참가할 수 있도록 참가 대상을 제한해 국내산 승용마의 우수성을 뽐내고 국내산 승용마 판매·유통 활성화에 기여하는 다기능적인 승마대회로 개최된다. 행사주최측은 안전한 대회를 위해 행사 시작 전 경기용 마사와 경기장에 대한 코로나19 방역을 실시하고 대회기간 동안에도 행사장 입장 시 체온 측정, 선수 이용시설 수시 소독, 사전 출입신청을 통한 행사장 입장인원 조절, 대회장 내 거리두기 등 코로나19 정부 방역지침을 철저히 준수하는 대회로 진행하게 된다. 최기문 영천시장은 '2021 영천별빛승마대회'가 선수들이 그동안 갈고닦은 기량을 마음껏 펼칠 수 있는 승마대회로 잘 치러지길 바란다며 이번 대회가 코로나19로 인해 한동안 주춤했던 승마 스포츠 분야에 활력을 다시 불어 넣을 수 있는 불씨가 됐으면 하는 바람이라고 전했다",6,스포츠,6,스포츠
30,DN000000008778207676," 경상남도장학회에서는 올해 도내 보호대상아동 중 대학입학생들을 대상으로 학자금에 도움을 주기 위해 희망 디딤돌 장학 사업을 실시했다. 이번 사업에서는 도내 보호대상아동 100여명을 선정하여 개별 장학금 100만 원을 지급했으며, 코로나19 상황으로 인해 각 시‧군별로 장학증서는 대리 전달하는 것으로 진행됐다. 이와 관련해 함안군은 대상자 4명에 대해 지난 4일 희망 디딤돌 장학증서 수여식을 개최하고 조근제 함안군수가 직접 대리 수여를 실시했다. 조 군수는 장학증서 수여 후 대상 학생들에게 “장차 사회생활의 첫 발을 내딛게 될 우리 학생들이 앞으로도 늘 긍정적인 마음으로 생활하여 사회의 중요한 구성원으로 훌륭하게 성장할 수 있기를 바란다”고 격려했다.",4,사회,4,사회
31,DN000000008828197195," / 팔레스타인 자치정부가 이스라엘이 제공하겠다고 한 코로나19 백신 100만회분을 받지 않겠다고 밝혔다. 회견에서 이스라엘과의 코로나19 백신 교환 계약을 파기한다고 발표했다. 이스라엘이 보낸 화이자 백신의 유효기간이 얼마 남지 않았다는 이유에서다. 마이 알카일라 팔레스타인 자치정부 보건장관은 이스라엘로부터 먼저 인도받은 9만회분의 코로나19 백신 유효 기한을 검사해보니 날짜가 얼마 남지 않아 접종을 하기가 어려운 상황이라고 설명했다. 알카일라 장관은 먼저 인도받은 백신이 앞서 합의한 기술 규격에 부합하지 않고 유효기간도 임박했다는 사실이 밝혀졌다고 말했다. 이어 그런 이유로 우리는 무함마드 쉬타예흐 총리에게 연락을 했고, 거래를 취소하기로 결정했다고 덧붙였다. 앞서 이스라엘 정부는 올 하반기 팔레스타인에 유통기한 만료를 앞둔 화이자 100만 회분을 우선 공급하고 팔레스타인이 9~10월에 할당 물량을 받으면 이를 되갚는 방식으로 거래가 이뤄졌다고 밝힌 바 있다. ",8,정치,3,미용/건강
32,DN000000008828196016,"/ 19일 오후 방송된 MBC 예능프로그램 '전지적 참견 시점' 에서는 그룹 브레이브걸스의 뮤직비디오 촬영 현장이 공개됐다. 이날 브레이브걸스는 촬영장을 방문한 소속사 대표 '용감한 형제'과 1위 공약에 대해 고민했다. 용감한 형제는 지난 '롤린' 때의 공약으로 멤버들에게 명품 가방을 선물한 바 있다. 이에 용감한 형제는 난 이제 모르겠다. 그런데 자신은 있거든?이라며 곡에 대한 자부심을 드러냈다. 한편 스튜디오에서는 패널로 출연한 은지에게 1위 공약으로 휴가가 어떠냐고 물었다. 은지는 '전참시' MC들의 부추김에 저희 하루도 못 쉬었어요. 저희 1위하게 되면 더 바쁘겠지만, 2박 3일 휴가와 휴가비를 주세요. 네 200만원이요!라고 용감한 형제에게 영상편지를 전해 웃음을 안겼다.",7,연예,7,연예
33,DN000000008851145371,"/ '아는 형님'에서 배우 고두심이 숨겨둔 끼를 발산했다. 26일 밤 방송된 JTBC '아는 형님'에는 영화 '빛나는 순간'에서 함께 호흡을 맞춘 고두심, 지현우가 전학생으로 출연했다. 이날 고두심의 등장에 '아는 형님' 멤버들은 강호동을 의식했다. 고두심은 강호동을 향해 오늘 널 보러 왔다고 말했고, 강호동도 고두심을 보며 어색한 첫 인사를 건네 눈길을 끌었다. 두 사람은 오래전 염문설로 곤혹을 겪은 바. 고두심은 그건 1000% 루머라며 진짜 너무 하지 않냐. 이 나이에 내가 가가호호 방문하며 해명할 수도 없고 갑갑했다고 해명에 나섰다. 고두심은 강호동과 지금까지 방송 스케줄 때문에 세 차례 만남만 있었을 뿐 어떠한 사이도 아니었다고 밝혔다. 특히 고두심은 강호동과 세 번째 만남은 루머가 나온 뒤였다고 전하며 어떻게 된 일이냐고 하니까 강호동이 '선생님 저도 민망해 죽겠어'라고 하더라라고 말했다. 서장훈은 가짜 뉴스가 성행했다. 말도 안 되는 이야기가 돌아다니던 시점이었다고 떠올렸다. 민경훈은 고두심과 관련한 또 다른 루머를 언급했다. 제주도에 한라산을 등반하려면 고두심 땅을 밟지 않고는 한라반에 등반할 수 없다는 것. 고두심은 이러한 루머에 대해 지인들에게 '내 이름으로 등기를 열람해서 건물이 있으면 네가 가져라'라고 한다고 해명했다. / 고두심은 33살 연하인 지현우와의 멜로 호흡을 맞춘 것에 대해서도 이야기를 꺼냈다. 고두심은 오랜만에 하는 멜로 연기에 대해 목말라 있었다며 매일 애 딸린 엄마 연기를 했다. 그런데 이렇게 걸렸다. 꿈을 버리면 안 된다고 말해 웃음을 자아냈다. 배우로 활약 중인 아들 김정환도 언급했다. 고두심은 아들이 드라마 '디어 마이 베이비'에서 내 동생으로 나왔다며 아들이 연기를 하니, 좋은 점이 있다. 내가 젊었을 때 연기하고 들어와서 집에서 진이 빠져 멍하니 있었을 때가 많았는데, 아들이 그때는 놀아주지 않아서 서운했을 거다. 그런데 이제 자기가 연기를 해보니까 그랬던 엄마의 마음을 이해하겠다고 하더라라고 전했다. 게임을 하며 그간 감춰둔 끼도 대방출했다. 고두심은 음악이 흘러 나올 때마다 흥겹게 몸을 흔드는가 하면, 오마이걸, 2PM 등 아이돌 댄스를 멋지게 소화해 눈길을 끌었다. 고두심은 왜 이제야 나를 불렀냐며 내가 이런 끼를 다 누르고 어머니 역할만 하면서 살았다고 말했다. 또 술은 못 마시지만 쫑파티 때 항상 이렇게 논다며 반전 매력을 자랑했다. 기자 프로필 Copyright 스타뉴스. All rights reserved. . 이 기사는 언론사에서 연예 섹션으로 분류했습니다. 기사 섹션 분류 안내 개별 기사의 섹션 정보는 해당 언론사의 분류를 따르고 있습니다. 닫기 스타뉴스 핫이슈 생생 스타 현장",7,연예,7,연예
34,DN000000008828196015,"/ 가수 이소정이 콘서트 후기를 전했다. 19일 오후 이소정은 자신의 SNS에 이건 사랑하는 우리 열 명 ♥ 다음엔 서울콘에서 찍읍시다 #싱어게인 #광주 #콘서트 #행복해라는 글과 함께 여러 장의 사진을 게재했다. 공개된 사진 속에는 JTBC '싱어게인' 톱 10명이 환한 미소로 정면을 응시하고 있다. 광주 콘서트를 끝낸 후 서로를 챙기는 듯한 포즈로 정면을 응시해 훈훈한 분위기를 자아냈다. 이에 네티즌들은 행복하다니 정말 좋네요, 정말 자랑스러워요 등 댓글을 달았다.",7,연예,7,연예
35,DN000000008781289320, 세종시의회 박성수 교육안전위원장 정부 정책기조에 발맞춘 장애학생 고용 활성화 방안 수립 요구 세종시의회 박성수 교육안전위원장. 세종시의회 제공 지난 3월 정부가 발표한 ‘공공부문의 장애인 의무고용률 상향 등 정책 기조에 발맞춰 세종시교육청이 선도적으로 장애학생 채용 활성화에 나서야 한다는 주장이 나왔다. 세종시의회 박성수 교육안전위원장은 4일 세종시교육청 교육정책국 소관 2021년 행정사무감사에서 특수 학교‧학급의 취업률이 2019년 60%에서 올해 56%로 감소 추세에 있다며 장애학생 취업률을 높이기 위한 방안을 모색해 달라고 주문했다. 이는 헌법에 명시된 노동권을 보장함으로써 장애학생들이 사회 구성원으로 자립적인 경제활동을 펼쳐나갈 수 있도록 정책적인 지원의 필요성을 제기한 것이다. 특히 정부가 발표한 장애인 고용 활성화를 위한 4가지 핵심 전략 중 ‘장애학생 인력관리시스템 보강을 통한 범부처 취업지원 전달체계 구축과 ‘장애인 이공계 전문인력 양성 및 채용 확대에 대한 교육청의 관심과 지원이 필요할 것이라는 목소리도 나왔다. 박성수 의원은 “세종시와 조속한 협의를 통해 세종시가 운영하는 시설에 관내 특수학교‧학급의 장애인 졸업 예정자 또는 졸업생들이 고용 안정을 보장 받을 수 있는 일자리가 마련될 수 있도록 힘써 달라”고 당부했다. 이외에도 이날 행정사무감사에서 박 의원은 세종시 특성화고등학교 졸업생의 취업률이 해마다 낮아지고 있다는 점을 지적하고 안정적인 일자리 발굴을 위한 유관기관과의 협력체계 구축을 비롯해 세종시 3대 전략산업과 연계한 직업계고 학과 재구조화 등을 요구했다.,4,사회,4,사회
36,DN000000008818640203," 업무 범위와 역할을 두고 출범 전부터 논란을 빚고있는 울산사회서비스원의 운영 방향을 두고, 각계의 의견을 듣기 위한 시민 공청회가 처음 마련됐습니다. 종사자 처우 개선이 시급하다는 요구부터, 민간과의 형평성을 고려하라는 요구까지, 다양한 주문이 잇따랐습니다. 입니다. 노인과 아동, 장애인에 대한 돌봄서비스를 공공이 제공하는 울산 사회서비스원. 10월 출범을 앞두고 현장의 이야기를 듣기 위한 첫 시민 공청회에서 핵심은 사회서비스원의 인력 규모와 업무 범위. 현장 종사자 측은 돌봄 서비스의 공공성 확보라는 취지를 살리려면, 2천여 명으로 추정되는 재가요양 인력과 장애인 지원 인력 천여 명의 20%, 6백여 명은 사회서비스원이 직접 고용해야 한다는 입장입니다. 같은 맥락에서 올 연말, 위탁 계약이 끝나는 울산시립요양원 역시, 사회서비스원이 운영할 것을 요구하고 있습니다. 민간 복지시설 운영자들은 사회서비스원이 공공성을 앞세워 민간 영역과의 형평성을 해칠 수 있다고 우려하고 있습니다. 임금과 노동시간 등 근무환경이 동일하게 보장돼야 한다는 겁니다. 울산시는 공청회에서 나온 의견을 바탕으로 조만간 최종 용역보고회를 열고, 운영 방식을 확정할 예정입니다. 처우 개선이라는 현장 종사자들의 요구에 더해, 민간시설 운영자들의 형평성 우려까지 제기되면서, 사회서비스원 운영 방향에 대한 울산시의 고민도 깊어지고 있습니다. KBS 뉴스 이이슬입니다. 촬영기자:김근영 ",4,사회,5,생활
37,DN000000008818640354," 울산 북구의 한 사우나시설에서 집단감염이 발생했습니다. 역학조사 결과 이번 집단감염이 남구의 소형 사우나 2곳과도 연관성이 있는 것으로 확인되면서 방역에 비상이 걸렸습니다. 입니다. 울산 북구의 한 사우나시설. 이곳에서 첫 확진자가 발생한 건 어제. 지금까지 모두 10여 명이 확진 판정을 받았는데, 첫 확진자가 다녀간 여탕을 중심으로 연쇄감염이 일어났습니다. 특히 여탕 세신사와 매점 직원 등 이용자와 접촉이 많은 직원들도 일부 확진 판정을 받으면서 감염 확산 우려가 커지고 있습니다. 사우나시설 특성상 밀폐된 공간인데다 현실적으로 마스크 착용이 어려웠던 점 등이 집단감염을 일으킨 원인으로 지목되고 있습니다. 울산시는 이번 집단감염이 남구의 소형 사우나시설 2곳과도 연관성이 있는 것으로 확인되면서 감염 규모가 급속도로 커지지 않을지 예의주시하고 있습니다. 울산시는 감염 확산을 막기 위해 북구 사우나시설을 방문한 이들에게 18일까지 진단검사를 받을 것을 명령하는 행정조치를 내렸습니다. 또 해당 사우나시설이 있는 북구 호계지역 주민들에게도 선제적 차원에서 진단 검사를 받아줄 것을 요청했습니다. 울산시는 다만 이번 집단감염과 관련해 간이 검사에서 변이 바이러스에 의한 감염은 아닌 것으로 확인됐다고 설명했습니다. KBS 뉴스 주아랑입니다. 촬영기자:윤동욱 ",4,사회,5,생활
38,DN000000008837752947," 최근 법원이 지역 아동학대 사건에 대한 판결을 잇따라 내놓으면서 아동학대에 대한 처벌 강화를 요구하는 목소리가 커지고 있습니다. 하지만 부작용 등을 우려하는 의견도 적지 않아 팽팽한 찬반 논쟁이 벌어지고 있습니다. 입니다. 밥을 잘 먹지 않는다며 원생 15명을 120여 차례나 학대한 동구 모 어린이집 교사 A씨. 법원은 검찰이 구형한 징역 7년보다 낮은 징역 2년을 선고했습니다. 앞서 법원은 북구 모 어린이집 아동학대 사건과 관련해가해교사 2명에게 각각 징역 2년에 집행유예 3년, 징역 1년에 집행유예 2년을 선고했습니다. 피해 아동과 그 가족들은 학대로 인한 고통이 크다며 처벌 수위를 높여야 한다고 주장합니다. 실제로 2019년에 발생한 3만 여 건의 아동학대 사례 중 형사 처벌이 이뤄진 360여 건을 살펴보면, 징역형은 27%에 불과합니다. 하지만 처벌 강화에 따른 역효과를 우려하는 목소리도 많습니다. 높은 형량에 따른 부담 증가로 사법부가 요구하는 증거의 수준이 더 높아지게 되고, 이로 인해 오히려 기소율 등이 더 낮아질 수 있다는 겁니다. 또 부실 수사, 법리 적용의 잘못 등을 모두 형량 탓으로 돌림으로써 현행법 체계의 균형을 무너뜨릴 수 있다는 의견도 있습니다. 실제로 ‘정인이 사건 이후에도 이런 부작용 등이 고려돼 기존 아동학대 법정형은 상향되지 않고, 대안으로 살인죄보다 형량이 높은 ‘아동학대 살해죄가 신설되기도 했습니다. 끊이지 않는 아동학대 범죄에 처벌 강화를 둘러싼 뜨거운 논쟁은 앞으로도 계속될 전망입니다. KBS 뉴스 주아랑입니다. 촬영기자:최진백 ",4,사회,4,사회
39,DN000000008837750999," 낙동강 물 문제에 대한 정부의 최종 결정이 임박한 가운데, 환경부의 물 공급 방안이 졸속으로 마련됐다는 지역사회 반발이 거세지고 있습니다. 환경부 계획대로라면 울산은 경북에서 식수를 공급받게 되는데, 이마저도 안정성이 떨어진다는 우려가 나옵니다. 가 취재했습니다. 반구대 암각화 침수를 막기 위해 사연댐 수위를 낮추겠다. 대신 부족해지는 물은 경북 청도 운문댐에서 공급받는다. 이것이 환경부의 낙동강 통합 물관리 방안에 따른 울산 식수 공급 대책입니다. 울산이 운문댐에서 공급받게 될 물은 하루 7만 톤 가량. 이를 위해선 총 길이 46킬로미터 송수관로 설치에 드는 2천억 원 가까운 예산 확보가 이뤄져야 합니다. 더 큰 문제는 이해관계가 얽힌 지역 주민 반발입니다. 울산이 운문댐 물을 쓰려면 운문댐을 식수원으로 쓰는 대구시가 구미지역 취수장을 이용해야 하는데, 당장 구미 주민들은 재산권 침해를 이유로 반발하고 있습니다. 운문댐 식수가 울산지역 물 공급 안정성을 담보하지 못한다는 지적도 나옵니다. 경북지역에 가뭄이 발생할 경우, 울산지역 식수 공급에 차질이 빚어질 가능성을 무시할 수 없다는 겁니다. ‘취수원 다변화를 내세워 환경부가 낙동강 수질 개선을 포기한 채 졸속 물 대책을 내놓았다며 환경단체가 반발하는 것도 이 때문입니다. 물 관리 위원회 소속 한 민간위원은 KBS에 “환경부가 처음부터 낙동강 보 개방 등을 포함한 수질 개선 관련 의제는 위원회 안건으로 상정하지 않았다”고 밝혔습니다. 환경부 정책에 반대하며 단식농성 중인 환경단체는 물 관리위원회가 기존 계획에 대한 심의를 강행할 경우, 청와대 농성까지 불사하겠다는 입장이어서 논란은 쉽게 가라앉지 않을 전망입니다. KBS 뉴스 이이슬입니다. 촬영기자:김근영 이이슬 ",8,정치,4,사회
40,DN000000008818640244," 업무 범위와 역할을 두고 출범 전부터 논란을 빚고있는 울산사회서비스원의 운영 방향을 두고, 각계의 의견을 듣기 위한 시민 공청회가 처음 마련됐습니다. 종사자 처우 개선이 시급하다는 요구부터, 민간과의 형평성을 고려하라는 요구까지, 다양한 주문이 잇따랐습니다. 입니다. 노인과 아동, 장애인에 대한 돌봄서비스를 공공이 제공하는 울산 사회서비스원. 10월 출범을 앞두고 현장의 이야기를 듣기 위한 첫 시민 공청회에서 핵심은 사회서비스원의 인력 규모와 업무 범위. 현장 종사자 측은 돌봄 서비스의 공공성 확보라는 취지를 살리려면, 2천여 명으로 추정되는 재가요양 인력과 장애인 지원 인력 천여 명의 20%, 6백여 명은 사회서비스원이 직접 고용해야 한다는 입장입니다. 같은 맥락에서 올 연말, 위탁 계약이 끝나는 울산시립요양원 역시, 사회서비스원이 운영할 것을 요구하고 있습니다. 민간 복지시설 운영자들은 사회서비스원이 공공성을 앞세워 민간 영역과의 형평성을 해칠 수 있다고 우려하고 있습니다. 임금과 노동시간 등 근무환경이 동일하게 보장돼야 한다는 겁니다. 울산시는 공청회에서 나온 의견을 바탕으로 조만간 최종 용역보고회를 열고, 운영 방식을 확정할 예정입니다. 처우 개선이라는 현장 종사자들의 요구에 더해, 민간시설 운영자들의 형평성 우려까지 제기되면서, 사회서비스원 운영 방향에 대한 울산시의 고민도 깊어지고 있습니다. KBS 뉴스 이이슬입니다. 촬영기자:김근영 이이슬 ",4,사회,5,생활
41,DN000000008818639991," 울산 북구의 한 사우나시설에서 집단감염이 발생했습니다. 역학조사 결과 이번 집단감염이 남구의 소형 사우나 2곳과도 연관성이 있는 것으로 확인되면서 방역에 비상이 걸렸습니다. 입니다. 울산 북구의 한 사우나시설. 이곳에서 첫 확진자가 발생한 건 어제. 지금까지 모두 10여 명이 확진 판정을 받았는데, 첫 확진자가 다녀간 여탕을 중심으로 연쇄감염이 일어났습니다. 특히 여탕 세신사와 매점 직원 등 이용자와 접촉이 많은 직원들도 일부 확진 판정을 받으면서 감염 확산 우려가 커지고 있습니다. 사우나시설 특성상 밀폐된 공간인데다 현실적으로 마스크 착용이 어려웠던 점 등이 집단감염을 일으킨 원인으로 지목되고 있습니다. 울산시는 이번 집단감염이 남구의 소형 사우나시설 2곳과도 연관성이 있는 것으로 확인되면서 감염 규모가 급속도로 커지지 않을지 예의주시하고 있습니다. 울산시는 감염 확산을 막기 위해 북구 사우나시설을 방문한 이들에게 18일까지 진단검사를 받을 것을 명령하는 행정조치를 내렸습니다. 또 해당 사우나시설이 있는 북구 호계지역 주민들에게도 선제적 차원에서 진단 검사를 받아줄 것을 요청했습니다. 울산시는 다만 이번 집단감염과 관련해 간이 검사에서 변이 바이러스에 의한 감염은 아닌 것으로 확인됐다고 설명했습니다. KBS 뉴스 주아랑입니다. 촬영기자:윤동욱 주아랑 ",4,사회,5,생활
42,DN000000008784152621," 울산시교육청이 학생들의 창의성과 감수성 향상을 위해 예술교육을 활성화하고 있는데요, 특히 코로나19 시대에 초등학교들의 ‘1인 1 악기 수업이 반응이 좋다고 합니다. 입니다. 초등학교 4 학년생들이 선생님의 지도에 따라 장단에 맞춰 각자 앞에 놓인 북을 칩니다. 이른바 ‘난타 북을 치는 수업인데 2018년부터 전교생을 대상으로 하고 있습니다. 한 해 동안 학생 1인당 수업시간은 15시간, 2번은 전문강사에게 배우고, 나머지는 담임선생님과 함께합니다. 학급별로 공연을 하며 공동체 의식도 기르고, 지역 축제에 참여해 갈고닦은 기량도을 뽐냅니다. 이 초등학교는 일주일에 2시간씩 10주 동안 ‘1인 1기타를 가르치고 있습니다. 울산시교육청은 학생들의 창의성과 예술 감수성을 키우기 위해 보편적 예술교육을 장려하고 있습니다. 특히 학교별 ‘1인 1 악기 수업은 코로나19로 지친 아이들과 교사 모두에게 활력소가 되고 있습니다. 학원 등 학교 밖 사교육으로 배웠던 예술교육이 점차 공교육 속으로 스며들고 있습니다. KBS 뉴스 박영하입니다. 촬영기자:윤동욱 박영하 ",4,사회,4,사회
43,DN000000008837750904," 울산지역 가계와 기업대출이 11개월 만에 가장 많이 증가한 것으로 나타났습니다. 특히 가계대출의 경우 주택담보대출은 줄어든 반면 공모주 청약 열풍이 불면서 신용대출 등이 크게 늘었습니다. 가 취재했습니다. 주춤하던 울산의 가계와 기업대출이 다시 큰 폭으로 늘었습니다. 한국은행 울산본부에 따르면 지난 4월 가계와 기업대출을 합친 총 여신 잔액은 47조 원으로 한달 전보다 5,297억 원 증가했습니다. 이같은 대출 증가폭은 지난해 5월에 기록한 6,012억 원 이후 11개월 만에 가장 큰 것입니다. 이 가운데 가계대출의 경우 한달새 2,054억 원이 늘었습니다. 부동산 열풍으로 역대 최고치를 기록한 지난해 11월 이후 두번 째로 많습니다. 특이한 점은 부동산 규제 등의 여파로 주택담보대출은 544억 원 줄어든 반면 신용 등 기타대출이 크게 늘었다는 점입니다. 지난 4월 기업대출도 1,985억 원 늘었는데 대부분 운영자금이어서 자영업자나 종소기업의 자급 압박이 여전한 것으로 나타났습니다. 최근 인플레이션 우려가 커지자 한국은행은 연내 금리 인상을 강력히 시사하는 등 돈줄을 조일 움직임을 보이고 있습니다. 이런 상황에서 대출 증가세가 지속될 경우 이자부담 급증에 따른 기업과 가계의 부실을 우려하는 목소리도 적지 않습니다. KBS 뉴스 이현진입니다. 촬영기자:윤동욱 이현진 ",1,경제,1,경제
44,DN000000008837750896," 최근 법원이 지역 아동학대 사건에 대한 판결을 잇따라 내놓으면서 아동학대에 대한 처벌 강화를 요구하는 목소리가 커지고 있습니다. 하지만 부작용 등을 우려하는 의견도 적지 않아 팽팽한 찬반 논쟁이 벌어지고 있습니다. 입니다. 밥을 잘 먹지 않는다며 원생 15명을 120여 차례나 학대한 동구 모 어린이집 교사 A씨. 법원은 검찰이 구형한 징역 7년보다 낮은 징역 2년을 선고했습니다. 앞서 법원은 북구 모 어린이집 아동학대 사건과 관련해가해교사 2명에게 각각 징역 2년에 집행유예 3년, 징역 1년에 집행유예 2년을 선고했습니다. 피해 아동과 그 가족들은 학대로 인한 고통이 크다며 처벌 수위를 높여야 한다고 주장합니다. 실제로 2019년에 발생한 3만 여 건의 아동학대 사례 중 형사 처벌이 이뤄진 360여 건을 살펴보면, 징역형은 27%에 불과합니다. 하지만 처벌 강화에 따른 역효과를 우려하는 목소리도 많습니다. 높은 형량에 따른 부담 증가로 사법부가 요구하는 증거의 수준이 더 높아지게 되고, 이로 인해 오히려 기소율 등이 더 낮아질 수 있다는 겁니다. 또 부실 수사, 법리 적용의 잘못 등을 모두 형량 탓으로 돌림으로써 현행법 체계의 균형을 무너뜨릴 수 있다는 의견도 있습니다. 실제로 ‘정인이 사건 이후에도 이런 부작용 등이 고려돼 기존 아동학대 법정형은 상향되지 않고, 대안으로 살인죄보다 형량이 높은 ‘아동학대 살해죄가 신설되기도 했습니다. 끊이지 않는 아동학대 범죄에 처벌 강화를 둘러싼 뜨거운 논쟁은 앞으로도 계속될 전망입니다. KBS 뉴스 주아랑입니다. 촬영기자:최진백 주아랑 ",4,사회,4,사회
45,DN000000008784152164," 울산시가 올해 2월 지급된 2차 보육재난지원금을 받은 시민 3만 9천여 명을 대상으로 온라인 설문조사를 실시한 결과, 전체 응답자 2천 4백여 명 중 85.1%는 자녀 양육에, 50.5%는 생활 경제에 도움이 된 것으로 조사됐습니다. 중복 답변을 포함해 사용 용도는 식비 54.5%, 부식 재료비 54.1% 등 이었으며 응답자의 70%가량이 슈퍼마켓과 편의점, 전통시장에서 지원금을 사용했다고 밝혔습니다. 주아랑 ",1,경제,5,생활
46,DN000000008784153459," '오케이 광자매'에서 최대철이 서도진의 정체를 알게된 가운데 김경남이 전혜빈에게 프러포즈를 예약해 눈길을 끌었다. 6일 방송된 KBS2TV 주말 드라마 '오케이 광자매 이날 광남 과의 관계를 전하며 아버지 좋은 집에서 모시고 싶다며 결혼할 것이라 말했다. 이에 오봉자 과 헤어지라고 했고, 광식은 정리 안 했다, 안 헤어질 것이라 말했다. 이후 예슬은 광식의 父인 철수 에게 홍삼세트를 선물했다. 예슬은 잘 보이고 싶어서 그랬다, 너의 아버지니까라고 말했고 광식을 감동시켰다. 이후 봉자는 예슬을 찾아가 미안하고 고맙다고 사과, 이어 결혼에 대해 얘기했고 예슬은 광식을 찾아가 단도직입적으로 묻겠다, 나랑 결혼생각이 있냐고 질문, 광식은 이혼한지 얼마 안 돼서 결혼생각은 안 해봤다며 대답을 주춤했다. 그러면서 어떤 방식이든 함께하면 좋겠단 생각한다, 프러포즈하는 거냐 고 하자, 예슬은 결혼할 생각이 있다는 거냐, 프러포즈는 아직, 일단 알겠다며 자리를 떠났다. 이후 난 네남자라고 말하며 프러포즈를 예약했다. 배변호 는 광남이 만나는 황천길을 불안해했고, 광식이게 이에 대해 물었다. 광식은 결혼까지 할 것이라 전하자 변호는 어떤 사람인지 걱정, 광식은 결혼할 집이 펜트하우스, 언니가 이제 복이 터지려한다고 말했고 변호는 어떤 놈인지 알고 결혼을 막하는 거냐며 여전히 불길한 기분을 떨치지 못 했다. 이와 달리 광남은 아버지 철수를 찾아가 만나는 사람 있다, 프러포즈 받았다고 고백, 철수는 너무 서두른거 아니냐며 걱정했다. 철수는 봉자를 따로만나 조건은 차고 넘치지만 너무 서두른 느낌, 나이가 드니 내 판단력을 못 믿겠다고 걱정했다. 이에 봉자는 임자나섰을 때 보내야한다고 하자, 철수는 자기 입장에 더 서두르는 것 같아 마음에 걸린다고 말하며 광남이를 걱정했다. 다음날 철수는 황천길이 대표로 있는 신축분양 사무소를 찾았고, 마침 이를 미리 전해들은 황천길이 나타나 회장이라며 인사했다. 철수는 황천길에게 우리 광남이 맏이로 귀하게 컸다, 나이만 먹었지 순진하다며 걱정하자, 황천길은 그런 광남씨가 좋다, 늦게라도 인연이라 생각하고 잘 하겠습니다 장인어른이라며 벌써부터 사위노릇을 하려했다. 집으로 돌아가는 길, 변호는 광남이를 찾아왔고, 광남에게 결혼한다고 하지 않았나, 자세히 알아봤냐며 걱정했다. 이에 광남은 네가 발로찬 여자가 결혼한다니 이상하냐 남들보면 웃는다, 전 남편이 전처 찾아오는거 아내가 아냐며 분노했다. 변호는 네가 만나는 사람 알 권리 있다고 하자, 광남은 네가 식당 아줌마 만나면서 나한테 알렸냐, 애 생긴거 알렸냐면서 둘째나 신경써라, 상간녀 소송? 법정에서나 보자고 말하며 돌아섰다. 이때, 변호는 황천길이 다른 여자와 데이트하는 모습을 포착했고, 그 대로 두 사람 뒤를 따랐다. 이를 모두 듣게 딘 변호는 황철길의 차를 계속해서 추적하며 뒤따랐다. 따로 그의 뒷조사도 시작했다. 그 사이, 봉자는 내일 남자친구 인사시키겠다며 광식에게 전했고, 광식은 잘 됐다, 결혼도 할 거냐며 기뻐하며 축하했다. / '오케이 광자매' 방송화면 캡쳐 ",7,연예,7,연예
